ppg_season_diff,net_goals_diff,home_pts_last_5,away_pts_last_5,pts_last_5_diff,best_player_diff,p(Home),p(Draw),p(Away),Result
0.0,-1.35,0,0,0,-6.0,0.457,0.258,0.285,-1
0.0,-0.08999999999999986,0,0,0,13.5,0.457,0.258,0.285,-1
0.0,0.15999999999999992,0,0,0,-3.0,0.457,0.258,0.285,-1
0.0,-0.02000000000000024,0,0,0,-6.0,0.457,0.258,0.285,0
0.0,-0.6100000000000001,0,0,0,0.0,0.457,0.258,0.285,-1
1.12,1.69,8,2,6,16.5,0.457,0.258,0.285,1
-0.10999999999999988,-0.8200000000000001,0,4,-4,-2.0,0.457,0.258,0.285,-1
1.78,1.72,11,4,7,13.5,0.457,0.258,0.285,1
0.10999999999999999,0.06999999999999984,7,5,2,0.5,0.457,0.258,0.285,-1
-0.22999999999999998,0.3900000000000001,7,5,2,14.5,0.457,0.258,0.285,0
-0.8899999999999999,-0.8900000000000001,6,12,-6,0.0,0.457,0.258,0.285,-1
-0.1100000000000001,0.6700000000000002,4,8,-4,6.5,0.457,0.258,0.285,-1
0.44999999999999996,-0.009999999999999898,10,8,2,-8.0,0.457,0.258,0.285,1
-0.44999999999999996,-1.01,8,8,0,-10.5,0.457,0.258,0.285,1
-0.56,-0.050000000000000044,7,12,-5,-3.5,0.457,0.258,0.285,0
-0.7000000000000001,-0.20999999999999985,1,5,-4,-5.0,0.457,0.258,0.285,1
-1.2000000000000002,-0.3400000000000001,8,13,-5,-2.0,0.457,0.258,0.285,-1
0.4,1.27,8,4,4,11.5,0.457,0.258,0.285,1
-1.3,-1.72,3,12,-9,-6.5,0.457,0.258,0.285,0
1.3000000000000003,-0.06000000000000005,12,1,11,-7.0,0.457,0.258,0.285,1
-0.19999999999999996,-0.6199999999999999,7,8,-1,-9.5,0.457,0.258,0.285,0
-0.19999999999999996,-0.95,6,8,-2,-11.5,0.457,0.258,0.285,1
0.19999999999999996,0.6600000000000001,7,7,0,-5.5,0.457,0.258,0.285,-1
0.0,0.0,8,10,-2,0.0,0.457,0.258,0.285,-1
0.7,0.20999999999999996,10,0,10,4.5,0.457,0.258,0.285,0
0.10000000000000009,-0.16000000000000003,7,8,-1,-5.5,0.457,0.258,0.285,-1
-1.27,-0.6599999999999999,1,12,-11,2.0,0.457,0.258,0.285,0
1.4600000000000002,1.35,13,5,8,13.0,0.457,0.258,0.285,1
-0.45000000000000007,-0.9199999999999999,1,7,-6,-8.5,0.457,0.258,0.285,1
-0.3699999999999999,0.48,8,11,-3,0.0,0.457,0.258,0.285,1
-0.27,-1.0500000000000003,5,6,-1,1.5,0.457,0.258,0.285,-1
-0.27000000000000013,0.6499999999999999,1,7,-6,4.5,0.457,0.258,0.285,0
0.27,1.1,10,8,2,9.0,0.457,0.258,0.285,1
0.72,0.3699999999999999,13,4,9,-14.0,0.457,0.258,0.285,1
0.7200000000000001,0.6,7,4,3,8.5,0.457,0.258,0.285,-1
-0.17000000000000004,-0.44000000000000006,6,2,4,-17.0,0.457,0.258,0.285,0
-0.08000000000000007,0.8999999999999999,4,7,-3,7.0,0.457,0.258,0.285,1
0.66,1.6400000000000001,8,2,6,11.0,0.457,0.258,0.285,1
-0.15999999999999992,-1.04,4,1,3,-3.0,0.457,0.258,0.285,1
0.16999999999999993,-0.74,13,10,3,-6.5,0.457,0.258,0.285,-1
-1.5899999999999999,-1.3299999999999998,5,13,-8,-11.0,0.457,0.258,0.285,0
0.5,0.15999999999999992,7,4,3,-5.5,0.457,0.258,0.285,0
0.0,0.13000000000000012,6,11,-5,-7.5,0.457,0.258,0.285,1
-0.33999999999999986,-1.2,5,7,-2,-8.5,0.457,0.258,0.285,-1
-0.08000000000000007,0.16000000000000014,8,15,-7,15.5,0.457,0.258,0.285,1
-0.45999999999999996,0.5899999999999999,9,10,-1,9.0,0.457,0.258,0.285,1
-0.61,-0.4899999999999999,7,12,-5,2.5,0.457,0.258,0.285,0
-0.54,-0.33999999999999986,1,4,-3,-4.5,0.457,0.258,0.285,-1
0.54,1.25,10,4,6,9.5,0.457,0.258,0.285,1
0.61,0.6199999999999999,8,7,1,-6.5,0.457,0.258,0.285,1
0.0,0.1399999999999999,5,3,2,-6.5,0.457,0.258,0.285,-1
-0.6200000000000001,-0.16000000000000014,4,8,-4,-4.0,0.457,0.258,0.285,-1
1.0,0.5799999999999998,11,9,2,9.0,0.457,0.258,0.285,1
0.4600000000000001,0.9200000000000002,8,1,7,0.0,0.457,0.258,0.285,0
-1.0,-1.3299999999999998,6,10,-4,-4.0,0.457,0.258,0.285,-1
0.42999999999999994,-0.72,6,1,5,-9.0,0.457,0.258,0.285,1
-0.07000000000000006,-0.28,1,3,-2,3.0,0.457,0.258,0.285,0
0.42999999999999994,0.9899999999999998,6,6,0,5.5,0.457,0.258,0.285,0
0.8500000000000001,0.71,13,6,7,-5.5,0.457,0.258,0.285,1
-1.14,-1.35,10,13,-3,-12.5,0.457,0.258,0.285,1
-0.06999999999999995,0.12,4,8,-4,11.5,0.457,0.258,0.285,1
0.07000000000000006,-0.7499999999999999,7,12,-5,-14.5,0.457,0.258,0.285,-1
-0.5699999999999998,-1.0899999999999999,4,9,-5,-9.0,0.457,0.258,0.285,1
0.4999999999999999,0.6800000000000002,9,4,5,-1.0,0.457,0.258,0.285,0
0.1399999999999999,-0.08999999999999986,8,8,0,7.0,0.457,0.258,0.285,1
0.0,1.2,6,10,-4,8.5,0.457,0.258,0.285,1
-0.9299999999999999,-1.1,8,4,4,-7.5,0.457,0.258,0.285,1
1.5299999999999998,1.6300000000000001,10,2,8,10.0,0.457,0.258,0.285,1
-0.2699999999999999,-0.020000000000000018,5,6,-1,3.0,0.457,0.258,0.285,0
0.2699999999999999,1.01,5,7,-2,-1.0,0.457,0.258,0.285,1
-1.5300000000000002,-0.6799999999999999,1,13,-12,-3.5,0.457,0.258,0.285,-1
0.4700000000000002,0.35,15,7,8,3.0,0.457,0.258,0.285,1
-0.8,-0.1399999999999999,4,10,-6,-2.0,0.457,0.258,0.285,0
0.07000000000000006,-0.5200000000000002,7,7,0,-7.0,0.457,0.258,0.285,-1
-0.33999999999999997,0.04999999999999982,1,9,-8,2.0,0.457,0.258,0.285,1
-0.75,-1.4099999999999997,8,15,-7,-14.5,0.457,0.258,0.285,0
-0.5699999999999998,-0.53,2,4,-2,0.0,0.457,0.258,0.285,-1
-0.31000000000000005,-0.18999999999999995,7,9,-2,2.5,0.457,0.258,0.285,0
1.31,1.26,15,6,9,6.5,0.457,0.258,0.285,1
0.43999999999999995,-0.02000000000000024,7,4,3,-1.5,0.457,0.258,0.285,-1
-0.18000000000000005,-0.3699999999999999,6,4,2,3.5,0.457,0.258,0.285,1
0.31000000000000005,-0.030000000000000027,1,7,-6,-12.0,0.457,0.258,0.285,1
-1.25,-1.24,4,10,-6,-13.5,0.457,0.258,0.285,-1
0.56,1.2600000000000002,10,8,2,2.5,0.457,0.258,0.285,1
1.13,-0.51,10,1,9,-2.5,0.457,0.258,0.285,1
0.5900000000000001,1.5699999999999998,10,9,1,-2.0,0.457,0.258,0.285,1
-0.41000000000000003,-1.5,5,8,-3,-19.0,0.457,0.258,0.285,-1
0.6500000000000001,1.19,10,13,-3,9.0,0.457,0.258,0.285,1
-0.83,-0.52,3,3,0,-3.0,0.457,0.258,0.285,-1
0.11999999999999988,0.53,4,4,0,4.5,0.457,0.258,0.285,-1
-1.0,-0.10000000000000009,0,10,-10,3.0,0.457,0.258,0.285,-1
0.5299999999999998,1.3599999999999999,13,4,9,13.5,0.457,0.258,0.285,1
0.3600000000000001,0.30000000000000027,6,2,4,3.5,0.457,0.258,0.285,-1
0.29000000000000004,0.2999999999999998,7,8,-1,-2.5,0.457,0.258,0.285,1
-1.29,-1.35,4,15,-11,-6.0,0.457,0.258,0.285,-1
0.050000000000000044,-0.07000000000000006,7,5,2,-2.5,0.457,0.258,0.285,0
0.32999999999999996,-0.9500000000000002,5,0,5,-9.5,0.457,0.258,0.285,-1
-0.17000000000000015,0.76,8,9,-1,-3.5,0.457,0.258,0.285,1
1.5,1.8399999999999999,15,4,11,14.0,0.457,0.258,0.285,0
0.1100000000000001,-0.6400000000000001,4,4,0,-11.5,0.457,0.258,0.285,1
0.10999999999999999,-0.45999999999999996,6,2,4,11.0,0.457,0.258,0.285,0
-0.72,-0.74,6,12,-6,-13.5,0.457,0.258,0.285,0
0.28,0.1100000000000001,7,4,3,-0.5,0.457,0.258,0.285,1
-0.27,-0.5899999999999997,10,13,-3,-19.5,0.457,0.258,0.285,0
0.050000000000000044,-1.0399999999999998,10,10,0,-4.5,0.457,0.258,0.285,-1
3.0,-0.04999999999999982,3,0,3,1.5,0.457,0.258,0.285,0
2.0,0.6799999999999999,3,1,2,15.5,0.457,0.258,0.285,1
0.0,-0.07000000000000006,0,0,0,-1.5,0.457,0.258,0.285,-1
-2.0,-0.5599999999999998,1,3,-2,-5.5,0.457,0.258,0.285,0
3.0,-0.3900000000000001,3,0,3,-5.0,0.457,0.258,0.285,0
0.0,0.3400000000000001,3,3,0,-5.0,0.457,0.258,0.285,1
-1.0,0.6100000000000001,0,1,-1,3.5,0.457,0.258,0.285,0
1.0,-1.3399999999999999,1,0,1,-12.0,0.457,0.258,0.285,0
3.0,0.7399999999999999,3,0,3,-4.0,0.457,0.258,0.285,1
3.0,1.1400000000000001,3,0,3,-9.0,0.457,0.258,0.285,1
0.27000000000000013,-0.1399999999999999,5,3,2,7.0,0.457,0.258,0.285,0
-0.27000000000000013,-0.9200000000000002,4,3,1,-6.0,0.457,0.258,0.285,1
0.7899999999999999,0.33999999999999986,8,3,5,18.5,0.457,0.258,0.285,0
1.2099999999999997,1.3299999999999998,13,6,7,4.0,0.457,0.258,0.285,1
0.5300000000000001,0.4899999999999999,6,4,2,8.5,0.457,0.258,0.285,0
-0.52,-0.6199999999999999,7,6,1,6.5,0.457,0.258,0.285,0
0.0,-0.5899999999999999,7,10,-3,-9.0,0.457,0.258,0.285,1
-0.5699999999999998,-1.25,10,11,-1,-14.5,0.457,0.258,0.285,0
-0.79,-0.5799999999999998,11,10,1,-18.5,0.457,0.258,0.285,1
0.7399999999999999,0.16000000000000014,7,4,3,4.0,0.457,0.258,0.285,0
0.34999999999999987,1.0899999999999999,10,8,2,9.0,0.457,0.258,0.285,1
-0.09999999999999998,-0.12,5,5,0,-11.5,0.457,0.258,0.285,1
0.9499999999999997,1.35,10,4,6,13.0,0.457,0.258,0.285,1
-0.85,-0.6800000000000002,3,13,-10,-6.0,0.457,0.258,0.285,1
-1.2499999999999998,-0.71,3,13,-10,-3.0,0.457,0.258,0.285,0
-0.40000000000000013,0.72,4,3,1,-11.5,0.457,0.258,0.285,1
0.050000000000000044,0.7499999999999999,9,10,-1,14.5,0.457,0.258,0.285,-1
-0.44999999999999996,-0.9899999999999998,5,8,-3,-9.0,0.457,0.258,0.285,-1
-0.15000000000000013,0.08999999999999986,7,5,2,-7.0,0.457,0.258,0.285,0
-0.04999999999999993,0.28,4,6,-2,3.0,0.457,0.258,0.285,1
-0.47,-1.0599999999999998,3,11,-8,0.0,0.457,0.258,0.285,-1
0.0,-0.58,5,5,0,2.5,0.457,0.258,0.285,-1
0.050000000000000044,0.6400000000000001,1,4,-3,3.0,0.457,0.258,0.285,0
-0.42999999999999994,0.56,7,7,0,-1.0,0.457,0.258,0.285,-1
0.5300000000000002,0.15000000000000013,11,10,1,-2.5,0.457,0.258,0.285,-1
-0.5700000000000001,-0.6100000000000001,4,13,-9,0.5,0.457,0.258,0.285,-1
-0.86,-1.73,5,6,-1,-10.5,0.457,0.258,0.285,-1
-0.9000000000000001,-1.1,8,10,-2,-16.0,0.457,0.258,0.285,-1
0.6700000000000002,0.75,10,4,6,-4.5,0.457,0.258,0.285,1
0.67,0.44000000000000017,5,6,-1,1.0,0.457,0.258,0.285,1
0.77,1.2499999999999998,12,2,10,10.5,0.457,0.258,0.285,1
0.21999999999999975,0.0,10,8,2,7.0,0.457,0.258,0.285,0
0.0,-0.55,8,2,6,-0.5,0.457,0.258,0.285,-1
-0.37,-0.28,6,4,2,3.0,0.457,0.258,0.285,-1
-0.04999999999999982,0.8499999999999999,13,5,8,-7.5,0.457,0.258,0.285,1
1.05,0.6899999999999998,8,7,1,13.5,0.457,0.258,0.285,1
0.5499999999999998,0.3600000000000001,13,5,8,2.5,0.457,0.258,0.285,-1
0.4600000000000001,0.48,10,2,8,-11.0,0.457,0.258,0.285,1
0.0,0.5100000000000001,1,5,-4,14.0,0.457,0.258,0.285,1
-0.6799999999999999,-0.7700000000000002,5,10,-5,4.5,0.457,0.258,0.285,-1
-1.3399999999999999,-1.4,2,8,-6,-16.5,0.457,0.258,0.285,-1
-0.08999999999999997,-0.4899999999999999,5,5,0,-8.0,0.457,0.258,0.285,0
-0.52,-0.3699999999999999,5,13,-8,-8.0,0.457,0.258,0.285,0
-0.26,0.5800000000000001,7,8,-1,17.0,0.457,0.258,0.285,-1
1.2599999999999998,1.6300000000000001,6,3,3,3.0,0.457,0.258,0.285,0
-0.08999999999999986,-0.1100000000000001,7,10,-3,7.5,0.457,0.258,0.285,0
-1.0,-0.98,2,10,-8,4.0,0.457,0.258,0.285,-1
0.42999999999999994,0.22999999999999976,5,4,1,-9.0,0.457,0.258,0.285,0
-0.09000000000000008,-0.4299999999999997,10,12,-2,-13.0,0.457,0.258,0.285,1
-0.30000000000000004,-1.1999999999999997,5,8,-3,-10.0,0.457,0.258,0.285,0
1.04,0.5299999999999998,9,4,5,2.0,0.457,0.258,0.285,1
-0.09000000000000008,-0.2300000000000002,4,1,3,6.5,0.457,0.258,0.285,1
0.9500000000000001,1.8499999999999999,8,5,3,23.0,0.457,0.258,0.285,1
0.33999999999999986,0.44999999999999996,12,6,6,-4.5,0.457,0.258,0.285,0
-0.20999999999999996,0.09000000000000008,10,5,5,2.5,0.457,0.258,0.285,0
-0.16999999999999993,0.23999999999999977,11,12,-1,15.5,0.457,0.258,0.285,1
-0.45999999999999996,-0.25,6,6,0,3.0,0.457,0.258,0.285,1
1.21,0.71,10,6,4,9.0,0.457,0.258,0.285,1
-0.6600000000000001,-1.24,8,6,2,-6.5,0.457,0.258,0.285,-1
0.20999999999999996,0.3900000000000001,4,1,3,-4.5,0.457,0.258,0.285,-1
-0.44000000000000006,-0.15999999999999992,0,7,-7,7.0,0.457,0.258,0.285,-1
1.52,1.8399999999999999,13,4,9,22.0,0.457,0.258,0.285,0
-0.72,-1.1099999999999999,10,12,-2,-12.0,0.457,0.258,0.285,-1
0.4,-0.030000000000000027,6,3,3,-2.5,0.457,0.258,0.285,0
0.040000000000000036,0.08999999999999986,4,3,1,-7.5,0.457,0.258,0.285,1
0.8,1.35,6,5,1,6.0,0.457,0.258,0.285,1
0.16000000000000014,-0.3999999999999999,10,13,-3,3.0,0.457,0.258,0.285,-1
-0.08000000000000007,0.02000000000000024,4,8,-4,6.0,0.457,0.258,0.285,0
-0.5199999999999998,-1.1099999999999999,5,10,-5,-17.0,0.457,0.258,0.285,1
0.19999999999999996,0.6100000000000001,9,6,3,-8.5,0.457,0.258,0.285,0
0.77,0.5599999999999998,12,6,6,-7.5,0.457,0.258,0.285,1
-0.57,-0.7399999999999999,2,7,-5,-6.0,0.457,0.258,0.285,-1
-1.62,-0.6799999999999999,1,11,-10,-6.5,0.457,0.258,0.285,-1
-0.3900000000000001,-0.3400000000000001,13,8,5,-9.5,0.457,0.258,0.285,1
0.8500000000000001,1.3399999999999999,10,5,5,8.0,0.457,0.258,0.285,1
0.38,0.04999999999999982,5,0,5,3.5,0.457,0.258,0.285,1
-0.84,-1.1400000000000001,3,10,-7,16.0,0.457,0.258,0.285,-1
0.3799999999999999,0.3900000000000001,10,7,3,-10.5,0.457,0.258,0.285,1
-0.73,-0.6100000000000001,6,7,-1,4.5,0.457,0.258,0.285,1
0.45999999999999996,0.07000000000000006,6,7,-1,19.5,0.457,0.258,0.285,-1
-0.30000000000000004,-0.04999999999999982,0,8,-8,-2.5,0.457,0.258,0.285,1
0.029999999999999916,-0.30000000000000027,7,5,2,-3.0,0.457,0.258,0.285,0
-1.0799999999999998,-1.5699999999999998,3,12,-9,-9.5,0.457,0.258,0.285,-1
0.5899999999999999,0.52,4,7,-3,6.0,0.457,0.258,0.285,1
-0.8900000000000001,-1.19,3,11,-8,-9.0,0.457,0.258,0.285,-1
0.97,1.5,13,2,11,2.5,0.457,0.258,0.285,1
1.37,0.6799999999999999,8,1,7,-0.5,0.457,0.258,0.285,1
-0.55,-1.3599999999999999,8,10,-2,-14.0,0.457,0.258,0.285,-1
0.3999999999999999,-0.53,10,5,5,-4.5,0.457,0.258,0.285,1
0.26,0.5200000000000002,10,10,0,-2.5,0.457,0.258,0.285,1
0.54,1.0399999999999998,12,3,9,4.5,0.457,0.258,0.285,1
-1.2799999999999998,-1.8399999999999999,2,10,-8,-15.0,0.457,0.258,0.285,1
0.6099999999999999,0.74,13,7,6,13.5,0.457,0.258,0.285,0
0.28,0.45999999999999996,7,3,4,-15.0,0.457,0.258,0.285,1
-0.25,0.6400000000000001,2,5,-3,4.0,0.457,0.258,0.285,1
-0.31999999999999995,0.9500000000000002,1,8,-7,3.5,0.457,0.258,0.285,0
0.09999999999999987,0.5899999999999997,10,10,0,19.5,0.457,0.258,0.285,1
0.040000000000000036,0.07000000000000006,3,3,0,8.5,0.457,0.258,0.285,-1
-0.3900000000000001,-0.76,7,13,-6,3.5,0.457,0.258,0.285,-1
-0.42999999999999994,-0.1100000000000001,8,10,-2,0.5,0.457,0.258,0.285,1
0.0,0.2300000000000002,4,4,0,-1.5,0.457,0.258,0.285,1
-0.5,-1.8499999999999999,0,1,-1,-13.0,0.457,0.258,0.285,0
-2.0,-0.71,2,6,-4,-10.0,0.457,0.258,0.285,-1
-1.5,-0.5299999999999998,1,4,-3,-11.0,0.457,0.258,0.285,0
2.5,1.24,6,1,5,6.5,0.457,0.258,0.285,-1
0.5,-0.09000000000000008,1,0,1,-2.5,0.457,0.258,0.285,0
-1.0,-0.3900000000000001,0,2,-2,8.5,0.457,0.258,0.285,1
2.0,0.25,6,2,4,1.0,0.457,0.258,0.285,1
1.5,-0.23999999999999977,6,3,3,-9.5,0.457,0.258,0.285,-1
1.0,-0.44999999999999996,3,1,2,4.5,0.457,0.258,0.285,-1
-0.4099999999999999,-0.2999999999999998,6,6,0,0.5,0.457,0.258,0.285,-1
-1.34,-1.6300000000000001,8,11,-3,-10.0,0.457,0.258,0.285,-1
-0.06999999999999984,-0.35,15,12,3,-20.5,0.457,0.258,0.285,-1
0.8600000000000001,1.35,9,10,-1,10.0,0.457,0.258,0.285,1
-0.76,-1.2,4,15,-11,-6.0,0.457,0.258,0.285,-1
-0.31000000000000005,-1.01,3,4,-1,-0.5,0.457,0.258,0.285,-1
0.86,1.1,5,4,1,8.5,0.457,0.258,0.285,1
0.31000000000000005,0.020000000000000018,9,7,2,10.0,0.457,0.258,0.285,-1
1.06,0.10000000000000009,7,2,5,-12.0,0.457,0.258,0.285,1
0.44000000000000006,0.1399999999999999,2,2,0,-2.0,0.457,0.258,0.285,1
0.19999999999999996,0.18999999999999995,15,12,3,1.0,0.457,0.258,0.285,1
-0.9400000000000001,-1.2600000000000002,4,10,-6,-2.5,0.457,0.258,0.285,0
0.9300000000000002,1.24,11,9,2,19.5,0.457,0.258,0.285,1
-0.8299999999999998,-1.26,9,9,0,-16.5,0.457,0.258,0.285,1
-0.6400000000000001,0.030000000000000027,7,7,0,8.5,0.457,0.258,0.285,1
-0.7699999999999999,0.51,2,4,-2,2.5,0.457,0.258,0.285,1
1.04,1.4099999999999997,12,6,6,16.5,0.457,0.258,0.285,1
-0.29999999999999993,0.02000000000000024,2,3,-1,8.0,0.457,0.258,0.285,1
0.4999999999999999,0.53,9,5,4,-6.0,0.457,0.258,0.285,1
0.3700000000000001,0.3699999999999999,7,0,7,-3.5,0.457,0.258,0.285,-1
-1.19,-1.69,4,15,-11,-17.5,0.457,0.258,0.285,-1
0.6100000000000001,1.01,9,3,6,7.0,0.457,0.258,0.285,1
0.030000000000000027,0.009999999999999898,15,6,9,8.0,0.457,0.258,0.285,1
-1.54,-1.72,3,13,-10,-9.5,0.457,0.258,0.285,-1
0.8099999999999999,0.8900000000000001,7,2,5,-3.5,0.457,0.258,0.285,1
-0.32000000000000006,-0.06999999999999984,4,12,-8,16.5,0.457,0.258,0.285,-1
0.29000000000000004,-0.3900000000000001,9,9,0,-7.0,0.457,0.258,0.285,0
0.84,0.8200000000000001,10,6,4,-6.0,0.457,0.258,0.285,-1
0.3500000000000001,-0.6700000000000002,6,4,2,-6.5,0.457,0.258,0.285,-1
0.0,0.050000000000000044,3,6,-3,10.5,0.457,0.258,0.285,0
1.15,1.1799999999999997,15,4,11,2.5,0.457,0.258,0.285,0
0.18999999999999995,0.32000000000000006,9,3,6,-4.0,0.457,0.258,0.285,0
0.3500000000000001,-0.009999999999999898,13,15,-2,-1.0,0.457,0.258,0.285,1
0.28,0.09000000000000008,12,3,9,-10.5,0.457,0.258,0.285,-1
0.3799999999999999,1.13,10,4,6,13.0,0.457,0.258,0.285,1
-0.9,-1.29,2,9,-7,2.5,0.457,0.258,0.285,1
-0.69,0.42000000000000015,7,7,0,9.5,0.457,0.258,0.285,1
0.5699999999999998,1.19,6,4,2,6.0,0.457,0.258,0.285,1
-0.5999999999999999,-0.7700000000000002,0,7,-7,6.5,0.457,0.258,0.285,-1
-0.4099999999999999,-0.5,4,10,-6,-7.0,0.457,0.258,0.285,1
-0.3600000000000003,-0.15000000000000013,13,13,0,-4.5,0.457,0.258,0.285,0
-0.05999999999999994,-1.1600000000000001,4,10,-6,-5.5,0.457,0.258,0.285,-1
0.33000000000000007,0.3700000000000001,12,4,8,-13.5,0.457,0.258,0.285,-1
-0.73,-0.7199999999999999,13,12,1,-10.0,0.457,0.258,0.285,1
0.97,1.4,6,7,-1,10.5,0.457,0.258,0.285,1
-0.3599999999999999,-0.25,0,7,-7,3.0,0.457,0.258,0.285,-1
-0.51,-0.53,4,4,0,-0.5,0.457,0.258,0.285,0
-0.030000000000000027,-0.16000000000000014,7,7,0,5.0,0.457,0.258,0.285,0
0.47999999999999987,0.08999999999999986,4,4,0,-12.5,0.457,0.258,0.285,0
-0.6399999999999999,-1.01,6,6,0,-11.0,0.457,0.258,0.285,0
-0.3500000000000001,-0.69,4,13,-9,1.5,0.457,0.258,0.285,1
1.11,1.26,13,9,4,20.5,0.457,0.258,0.285,1
-1.0,-1.48,6,11,-5,-5.5,0.457,0.258,0.285,-1
-0.12,0.6700000000000002,12,0,12,6.5,0.457,0.258,0.285,1
0.9199999999999999,1.38,4,5,-1,7.5,0.457,0.258,0.285,1
0.8199999999999998,1.3599999999999999,9,4,5,14.0,0.457,0.258,0.285,-1
-0.7699999999999999,-0.5899999999999999,5,7,-2,10.5,0.457,0.258,0.285,1
0.09000000000000008,0.1399999999999999,10,5,5,3.5,0.457,0.258,0.285,1
-0.26,-0.5799999999999998,8,9,-1,-15.5,0.457,0.258,0.285,-1
0.53,0.65,5,1,4,3.0,0.457,0.258,0.285,1
0.5199999999999998,0.95,11,10,1,11.5,0.457,0.258,0.285,-1
-0.3400000000000001,-0.20999999999999996,7,5,2,1.5,0.457,0.258,0.285,1
0.6300000000000001,0.3400000000000001,13,7,6,2.0,0.457,0.258,0.285,0
-0.6600000000000001,-1.27,6,6,0,-24.5,0.457,0.258,0.285,-1
0.29000000000000004,0.6199999999999999,10,8,2,-2.0,0.457,0.258,0.285,-1
0.22999999999999998,0.20999999999999985,6,1,5,2.0,0.457,0.258,0.285,-1
-0.6599999999999999,0.06000000000000005,15,4,11,7.0,0.457,0.258,0.285,1
1.23,1.72,9,5,4,6.5,0.457,0.258,0.285,1
-0.1399999999999999,0.0,0,7,-7,0.0,0.457,0.258,0.285,0
-0.31999999999999984,-0.6600000000000001,5,5,0,-1.0,0.457,0.258,0.285,1
-0.5799999999999998,-0.6,3,8,-5,7.5,0.457,0.258,0.285,0
0.55,0.9199999999999999,8,3,5,8.5,0.457,0.258,0.285,-1
-0.08000000000000007,0.16000000000000003,6,8,-2,-9.5,0.457,0.258,0.285,0
-0.25,-0.3699999999999999,2,1,1,3.5,0.457,0.258,0.285,1
0.52,0.6599999999999999,4,10,-6,-6.0,0.457,0.258,0.285,1
0.0,-0.6499999999999999,8,15,-7,-0.5,0.457,0.258,0.285,0
-0.46999999999999975,-1.1,10,12,-2,-13.0,0.457,0.258,0.285,-1
0.6700000000000002,1.0500000000000003,4,6,-2,-8.5,0.457,0.258,0.285,1
-1.1900000000000002,-1.35,8,11,-3,-13.0,0.457,0.258,0.285,1
0.09000000000000008,-0.48,5,7,-2,0.0,0.457,0.258,0.285,-1
0.76,1.2,6,11,-5,8.5,0.457,0.258,0.285,1
0.21999999999999997,0.44000000000000006,7,4,3,8.5,0.457,0.258,0.285,-1
1.24,1.3299999999999998,8,9,-1,7.0,0.457,0.258,0.285,1
-0.29000000000000004,-0.15999999999999992,3,9,-6,5.5,0.457,0.258,0.285,1
-0.3799999999999999,-0.13000000000000012,9,7,2,7.5,0.457,0.258,0.285,-1
-0.9400000000000001,-1.6400000000000001,6,4,2,-11.0,0.457,0.258,0.285,0
0.21999999999999997,1.04,13,5,8,3.0,0.457,0.258,0.285,1
0.4299999999999997,0.74,15,4,11,10.5,0.457,0.258,0.285,1
-0.30000000000000004,-0.16000000000000014,1,4,-3,-4.0,0.457,0.258,0.285,1
-0.30000000000000004,-0.8999999999999999,8,5,3,-17.5,0.457,0.258,0.285,1
-0.33000000000000007,-0.15000000000000013,5,6,-1,-1.5,0.457,0.258,0.285,0
0.0,1.1,9,9,0,16.0,0.457,0.258,0.285,1
0.0,0.58,1,1,0,4.5,0.457,0.258,0.285,0
0.33000000000000007,-0.44000000000000017,4,3,1,-1.0,0.457,0.258,0.285,0
-0.33000000000000007,1.0599999999999998,6,7,-1,9.5,0.457,0.258,0.285,-1
-0.32999999999999996,1.73,2,3,-1,3.5,0.457,0.258,0.285,1
0.66,0.6100000000000001,4,2,2,-0.5,0.457,0.258,0.285,1
0.66,-0.56,4,2,2,2.0,0.457,0.258,0.285,-1
-1.33,-0.75,2,6,-4,0.5,0.457,0.258,0.285,0
0.0,-0.6400000000000001,2,2,0,-7.0,0.457,0.258,0.285,-1
1.0,-1.2499999999999998,10,6,4,-7.0,0.457,0.258,0.285,-1
-0.25,-0.5100000000000001,2,3,-1,-10.0,0.457,0.258,0.285,0
0.75,0.55,5,2,3,15.0,0.457,0.258,0.285,-1
0.0,-0.6899999999999998,5,5,0,-7.5,0.457,0.258,0.285,1
-1.25,0.0,7,12,-5,-7.0,0.457,0.258,0.285,0
-0.75,0.28,2,5,-3,-3.0,0.457,0.258,0.285,0
-0.25,-0.48,3,4,-1,11.0,0.457,0.258,0.285,0
0.5,-0.3600000000000001,9,7,2,1.5,0.457,0.258,0.285,-1
1.25,0.7700000000000002,7,2,5,1.5,0.457,0.258,0.285,-1
-0.5,-0.8499999999999999,4,6,-2,-7.0,0.457,0.258,0.285,1
0.40000000000000013,0.4299999999999997,9,7,2,7.0,0.457,0.258,0.285,0
0.6000000000000001,1.4,13,10,3,11.5,0.457,0.258,0.285,1
-0.6000000000000001,-0.5800000000000001,5,8,-3,-10.0,0.457,0.258,0.285,1
-0.40000000000000013,-1.6300000000000001,6,8,-2,-3.0,0.457,0.258,0.285,-1
0.19999999999999996,0.3699999999999999,6,5,1,8.0,0.457,0.258,0.285,0
-0.3999999999999999,1.1999999999999997,5,7,-2,10.0,0.457,0.258,0.285,1
1.2,0.98,10,4,6,-11.0,0.457,0.258,0.285,1
0.4,0.1100000000000001,5,3,2,-0.5,0.457,0.258,0.285,1
-1.0,-0.22999999999999976,4,9,-5,3.5,0.457,0.258,0.285,0
